x,y,B_johnson,V_johnson,R_Johnson,BV,VR
628.6,390.2,12.725948496259203,13.22978471140915,12.725948496259203,-0.5038362151499474,0.5038362151499474
139.1,392.3,13.193810068229588,13.717291327584183,13.193810068229588,-0.523481259354595,0.523481259354595
186.5,395.4,13.602167308971056,14.28148267771198,13.602167308971056,-0.679315368740923,0.679315368740923
904.3,401.8,14.120515162409763,14.940087283494522,14.120515162409763,-0.8195721210847591,0.8195721210847591
621.8,416.2,11.877735984883262,12.325971000098123,11.877735984883262,-0.44823501521486087,0.44823501521486087
771.1,426.7,11.91252521510912,12.576931241943372,11.91252521510912,-0.6644060268342518,0.6644060268342518
326.4,432.4,12.638958071027025,12.93281190739348,12.638958071027025,-0.29385383636645557,0.29385383636645557
11.9,431.3,13.304907411058048,13.611438346280586,13.304907411058048,-0.30653093522253805,0.30653093522253805
153.7,435.3,15.009507759675678,15.066424962328073,15.009507759675678,-0.05691720265239475,0.05691720265239475
886.0,438.5,15.02403329020868,16.093953847013893,15.02403329020868,-1.0699205568052133,1.0699205568052133
780.1,443.3,13.738672041992317,14.319333575221096,13.738672041992317,-0.5806615332287794,0.5806615332287794
13.0,444.8,13.417403033529164,13.888369291686114,13.417403033529164,-0.4709662581569507,0.4709662581569507
974.1,447.1,13.557853462926442,14.31162384605315,13.557853462926442,-0.7537703831267084,0.7537703831267084
518.6,448.1,13.6675509624969,14.45132795728926,13.6675509624969,-0.7837769947923601,0.7837769947923601
154.3,451.9,13.68572209185766,14.208536880723678,13.68572209185766,-0.5228147888660182,0.5228147888660182
466.8,453.7,12.675313934066294,13.229833896986282,12.675313934066294,-0.5545199629199882,0.5545199629199882
524.4,460.0,13.570445556808316,14.217757957284425,13.570445556808316,-0.6473124004761086,0.6473124004761086
23.5,464.3,13.033722322833174,13.254672218062437,13.033722322833174,-0.22094989522926234,0.22094989522926234
372.9,470.3,13.504485777921916,14.04155821600215,13.504485777921916,-0.5370724380802336,0.5370724380802336
504.6,476.6,12.716826295167758,13.367407345168331,12.716826295167758,-0.6505810500005733,0.6505810500005733
337.3,486.3,13.508390542674844,13.882591381621303,13.508390542674844,-0.37420083894645906,0.37420083894645906
841.2,486.3,13.226547779298446,13.86576874598726,13.226547779298446,-0.6392209666888142,0.6392209666888142
1053.6,487.8,12.63398586958365,13.335921041445294,12.63398586958365,-0.7019351718616438,0.7019351718616438
178.1,487.9,14.282610166865563,14.92865249663476,14.282610166865563,-0.6460423297691964,0.6460423297691964
329.1,491.8,13.48983938064531,14.04802503234217,13.48983938064531,-0.55818565169686,0.55818565169686
326.0,497.2,13.321985839075143,13.913299991591591,13.321985839075143,-0.591314152516448,0.591314152516448
566.4,499.1,13.71217737275476,14.450164523286563,13.71217737275476,-0.7379871505318043,0.7379871505318043
1060.0,508.8,10.113785535490692,10.41689518693588,10.113785535490692,-0.30310965144518853,0.30310965144518853
653.6,508.6,11.594613126679905,12.261549193271318,11.594613126679905,-0.666936066591413,0.666936066591413
1015.1,512.7,10.76348566232922,11.226921103099922,10.76348566232922,-0.4634354407707022,0.4634354407707022
859.7,517.4,10.370064423170083,10.697050696903808,10.370064423170083,-0.32698627373372524,0.32698627373372524
145.2,523.8,12.052891697499508,12.5121509493718,12.052891697499508,-0.4592592518722931,0.4592592518722931
264.2,522.9,13.181209570326049,13.74739002650819,13.181209570326049,-0.566180456182142,0.566180456182142
308.3,526.0,11.39172419226094,11.76434720899594,11.39172419226094,-0.372623016735,0.372623016735
359.8,526.8,13.22147754538537,13.64923544324582,13.22147754538537,-0.4277578978604488,0.4277578978604488
