x,y,raw_flux,Green,V_mag
57.02698333466314,2.3089374348514284,3476.012069903104,13.883653490634407,13.932803490634406
229.26955893553358,1.0254573551247228,154112.881564092,9.766759328006437,9.815909328006436
261.5422361392467,0.6344195712605811,3465.086297026664,13.88707154246052,13.936221542460519
425.18905759200993,0.48466479843320504,2272.766357703761,14.344969699677518,14.394119699677518
443.6264781548598,0.6363054979456847,2170.3495161191595,14.395032482952576,14.444182482952575
487.139312364741,0.4003868977961925,624.4920593875421,15.74753937874339,15.79668937874339
792.1892170661542,1.6847462839322158,3259.3808012341046,13.953518922405818,14.002668922405817
984.6624098328759,0.4589800249310891,525.0354049859951,15.93588520413136,15.985035204131359
4.87800806065765,3.0906815059087935,459.2579918328284,16.08121487395275,16.13036487395275
407.19545631974813,4.277489178294399,1717.2936003146247,14.649245301435705,14.698395301435704
580.2676497174692,4.284373366902248,958.5534597567055,15.282315832504624,15.331465832504623
678.6222218124972,6.6709199196383,1885.6741826710384,14.547690042493727,14.596840042493726
926.3594398586779,3.924642031449383,265.84775351972064,16.674774193209405,16.723924193209406
149.4476326506342,5.451924946963734,757.6147695276861,15.537735598755248,15.586885598755247
176.00878091077766,5.713777432159969,209.50570227012054,16.933367060194747,16.98251706019475
305.1424311278585,6.106462721463192,436.72626484035965,16.135833401882543,16.184983401882544
797.8749150407514,8.04547018658824,3932.8044541916997,13.749600797436983,13.798750797436982
808.0400704827322,5.997390198035735,1138.6803165680367,15.095352146573626,15.144502146573625
1050.2630129724955,9.359264422442365,2823.5276370530823,14.109376572569657,14.158526572569656
851.0573188538393,9.47807132124391,840.6411709256492,15.42483004004656,15.473980040046559
420.29369976017153,10.030821374583098,1041.4000427277351,15.19231270223408,15.24146270223408
1069.9325633868075,16.57249572459093,14174.035824457298,12.357622864896642,12.406772864896642
408.0585495059381,12.966680222023017,1816.2347897553923,14.588426704436058,14.637576704436057
322.546081631952,13.820717219946117,4719.307421255615,13.551661008331138,13.600811008331137
463.5603226901685,13.456180424703117,4065.846059472976,13.713479351597755,13.762629351597754
947.0271943851559,12.28949525717395,609.9571137899669,15.773108428255306,15.822258428255305
995.7859534697874,14.75370771946441,3328.509852455275,13.930732063105363,13.979882063105363
41.56837396198765,14.698242671896038,866.8099498501786,15.391546960600415,15.440696960600414
523.1385630385768,13.3943130620633,1084.355581097338,15.14842738240576,15.19757738240576
833.4728454784359,13.632952062844874,1131.624459007595,15.102100865738311,15.15125086573831
184.27588874670218,17.16423708732491,5773.6978973514715,13.332721539783064,13.381871539783063
263.5538005531815,14.44077113782588,103.47581077209372,17.699259585261153,17.748409585261154
599.2206858562793,17.73956338326962,3451.48884178806,13.891340495856713,13.940490495856713
609.8142098667583,14.973677602968072,321.81593747688294,16.467337809848768,16.51648780984877
700.7479539803605,18.156586683357812,1422.9563110341232,14.853377764719212,14.902527764719212
513.2900586153601,19.040216055402905,1146.733296498241,15.087700623013145,15.136850623013144
1045.7918837990478,21.823937058717412,5079.994722589817,13.471698527349071,13.52084852734907
96.4494515992239,24.870676672984118,25986.98691491763,11.69946686076224,11.748616860762239
304.56497096054994,21.12115649527845,1525.211345973918,14.778031611856491,14.82718161185649
541.7823206110007,21.745145140748953,-96.92842451486486,,
809.9266676874572,22.102026437758283,416.5325246114454,16.1872343836135,16.2363843836135
393.7119930789668,22.6704593393149,354.16201115354244,16.36335174219594,16.41250174219594
197.70267941039353,26.756124794571846,8633.167459086912,12.895931267429372,12.945081267429371
311.4909405974934,27.242612098746537,3283.8034366148404,13.945413797553297,13.994563797553296
236.09396164318377,24.71627235939341,200.72172374813374,16.979870735291748,17.02902073529175
939.7084729708366,25.961716004920977,1118.96631396834,15.114314148969777,15.163464148969776
1017.6824908112944,29.290178189260125,2142.9335318167687,14.408834928695452,14.457984928695451
725.2566758797072,30.74212899220211,15138.943275120135,12.286117775872663,12.335267775872662
459.5893381341559,29.83561575122857,818.4212678692719,15.453914413565766,15.503064413565765
978.9043428756535,30.447651429486108,599.4467075391821,15.79198023218694,15.84113023218694
1050.6730677987462,31.186797549351276,12.350433841975828,20.007151146086855,20.056301146086856
21.88837602100647,32.991347436752285,1282.739382043728,14.966010609024348,15.015160609024347
945.0172994678306,33.9897830508773,3108.747001908393,14.004893231524171,14.05404323152417
104.00426510150129,34.95353650621989,2143.7592078569423,14.408416673207714,14.457566673207713
451.92797262813565,33.306089533670516,678.7690845760237,15.657051546162544,15.706201546162543
540.083648306078,33.46270766655829,43.003574745810035,18.652595283747914,18.701745283747915
1000.0348496831408,34.00345133658504,774.2004584566381,15.514223119734446,15.563373119734445
796.155830718119,35.66925663193583,1681.1055997915778,14.672369193131136,14.721519193131135
128.0470939351661,36.06597758374481,491.24249424503364,16.0081168606427,16.057266860642702
756.8021804036695,37.640666659260965,2946.557799084887,14.063069268760344,14.112219268760343
894.4215796789422,38.01839386496489,1119.940923909784,15.113368893759665,15.162518893759664
407.42369763532355,39.32330759371426,1373.4708972541052,14.8918080263736,14.940958026373599
419.94815522904327,41.77278116269565,15316.676518552784,12.273445329263993,12.322595329263992
73.33490754021638,39.22852148668634,1009.7867106516433,15.225782553022842,15.274932553022841
391.98277284421914,41.01078744838203,892.1586632759786,15.360251437525998,15.409401437525997
572.4358921285427,40.50446856575613,227.025952101087,16.846167915891026,16.895317915891027
677.8323137339598,42.16631714759938,1723.746124422907,14.645173423277832,14.694323423277831
988.0648564042763,42.19507552847367,1955.8944132242427,14.50799316467569,14.55714316467569
775.0883109678441,47.945217725729904,10919.141052594648,12.640885489608994,12.690035489608993
653.2241203548685,43.567742806263716,1177.7421343852282,15.05873114897836,15.10788114897836
587.299347490883,44.97319125526318,1281.19441545031,14.967319087714616,15.016469087714615
670.2059517075337,44.79144740602553,1259.8427076656037,14.98556586387793,15.03471586387793
883.126620486596,48.45876772543338,1375.1510066601898,14.890480702426473,14.939630702426472
954.762485571245,51.05611381153475,8057.565377347085,12.970847085204081,13.01999708520408
377.1850436275678,49.70267594968728,794.7126418540444,15.485831376152758,15.534981376152757
923.5640394283477,49.741926202329964,337.81918642313315,16.41464590096011,16.46379590096011
151.23681663816066,50.82302373910761,654.1488518066216,15.697165221541791,15.74631522154179
297.76535393906477,53.03098957489728,2962.42876974851,14.05723688830372,14.10638688830372
610.8297786952845,51.3838161654073,285.7707768614951,16.596312141531996,16.645462141531997
647.8334529903728,52.03145592083731,718.9194331220406,15.594656122152841,15.64380612215284
728.474068127431,53.210869060678895,1781.6902908307352,14.609276146749078,14.658426146749077
843.6746229311731,51.18856543773952,340.7161668675626,16.40537482717022,16.45452482717022
64.3918136941859,53.5602432741624,2001.7304796180995,14.482842674962097,14.531992674962096
737.960876480764,52.51797799753494,544.715434603231,15.89593247699385,15.94508247699385
87.86060015828696,54.62958010325215,1081.939917338317,15.150848820008068,15.199998820008068
548.5662216896277,56.957328178647984,6486.429378207296,13.206342445091765,13.255492445091765
1032.8266601092034,58.55693206288816,31320.572335697187,11.496782456310582,11.545932456310581
41.863069100336254,54.90685180069847,2353.4889948908585,14.307076250503927,14.356226250503926
994.6271596776746,55.24641207135466,699.8862094401111,15.623788089485082,15.672938089485081
502.8956789331087,61.639507191868276,25841.850043440943,11.705547675118064,11.754697675118063
799.5626698009883,60.94028291858111,14859.4424136255,12.306350397017694,12.355500397017693
280.4250207784887,66.99466877306286,77509.78609471244,10.512965334231259,10.562115334231258
861.2229958962115,61.825186080388576,12182.297984310695,12.522033634311653,12.571183634311652
48.059102818589345,61.116003130026,4966.80785119186,13.496163282749848,13.545313282749847
109.04268138933182,60.531282586660566,1249.7395988961005,14.994307852697382,15.043457852697381
222.95811753189025,61.43271355618881,3424.674669371463,13.899808376330874,13.948958376330873
40.61997966027703,60.53810419047831,3600.9163557038487,13.84532409655618,13.894474096556179
384.4339477085299,61.39910318018658,1536.4345926428846,14.770071488399973,14.819221488399972
