# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Mon May 18 07:03:00 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.68000 0.3124602437 1.9772143619    0.312 -1.694  3.4954  4.561    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.005 14.321 12.960 11.477 10.176 8.634 7.105 6.483 6.202
0.0152 0.01508 7.68000 0.3500000238 2.0434175133    0.350 -1.620  3.5023  4.563    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.819 13.979 12.637 11.169 9.907 8.410 6.934 6.307 6.034
0.0152 0.01508 7.68000 0.3747031689 2.0821427739    0.375 -1.573  3.5069  4.565    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.704 13.768 12.435 10.977 9.739 8.272 6.829 6.198 5.930
0.0152 0.01508 7.68000 0.4000000358 2.1185024810    0.400 -1.529  3.5113  4.566    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.1e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.591 13.568 12.244 10.794 9.579 8.139 6.727 6.092 5.829
0.0152 0.01508 7.68000 0.4500000477 2.1822809714    0.450 -1.440  3.5204  4.565    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.59e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.371 13.180 11.868 10.432 9.259 7.879 6.528 5.885 5.630
0.0152 0.01508 7.68000 0.4614452124 2.1955918011    0.461 -1.420  3.5228  4.565    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.72e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.319 13.089 11.778 10.344 9.183 7.818 6.482 5.837 5.585
0.0152 0.01508 7.68000 0.5000000000 2.2374541529    0.500 -1.353  3.5299  4.562    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.17e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.153 12.808 11.499 10.075 8.944 7.626 6.335 5.682 5.436
0.0152 0.01508 7.68000 0.5215529799 2.2586207272    0.521 -1.315  3.5345  4.560    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.47e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.058 12.646 11.336 9.919 8.805 7.515 6.250 5.594 5.352
0.0152 0.01508 7.68000 0.5500000119 2.2836582633    0.550 -1.258  3.5409  4.552    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -5e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.916 12.413 11.100 9.692 8.604 7.353 6.125 5.463 5.226
0.0152 0.01508 7.68000 0.5944954157 2.3173507086    0.594 -1.166  3.5538  4.545    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.99e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.685 12.021 10.693 9.295 8.251 7.087 5.928 5.255 5.029
