x,y,raw_flux,green_mag,V_mag
4.64617561752514,1.5091268182817483,345.0957251750567,16.46568152607205,16.51483152607205
56.88300974947605,2.2189458611291806,4795.365447059685,13.608476200855776,13.657626200855775
229.19481832282943,0.9529506424099197,169440.813929697,9.737985402591102,9.787135402591101
261.3100606511762,0.6315179270844277,4734.502394661835,13.622344623604736,13.671494623604735
425.095855213448,0.561906259688695,2939.444905586718,14.139867163575973,14.189017163575972
443.39624819529496,0.677956090894653,2410.4967497698676,14.35526409939941,14.404414099399409
487.32728613368545,0.2918785339030813,531.9347517929734,15.995884564702465,16.045034564702465
791.92325760133,1.7424104788450492,4765.3612639934645,13.615290899315607,13.664440899315606
407.2343628876796,5.591985298989658,3473.5056764081755,13.95861044263984,14.007760442639839
149.37311268079512,5.398407662343293,1492.9651834483248,14.875406275178415,14.924556275178414
580.2312737868316,4.200290118042376,1477.784832859663,14.886502462741817,14.935652462741816
807.2180842147698,8.755225075357657,3622.2632734789813,13.913080443645201,13.9622304436452
916.5632017486167,3.9539011382906364,557.4181371215286,15.945077736068175,15.994227736068174
305.47123158887035,6.133788752754421,1190.1054032691961,15.121566907566919,15.170716907566918
678.5656857300405,6.631560784189234,3570.9185098401613,13.928580626261606,13.977730626261605
797.9562453729554,8.002875962807739,7927.027038389514,13.062754626138783,13.111904626138783
176.04490491706423,5.579648493991489,412.2498569125877,16.27262919103465,16.32177919103465
498.9719924235767,6.330293695489637,237.75815976038825,16.870191898304437,16.919341898304438
1050.1521373306114,9.260788432601874,6287.41715854305,13.314349785117065,13.363499785117064
515.3884475050913,8.100658610828717,585.4145733560555,15.891871650996318,15.941021650996317
851.15088964423,9.235034289485078,1742.291388769602,14.707728499631848,14.756878499631847
420.5127583502004,10.953528800665632,941.0228113272098,15.376530096768265,15.425680096768264
322.6794306912346,13.85716960462126,6455.087872090782,13.285775078416936,13.334925078416935
463.5387754468071,13.390616623390978,8804.145002476713,12.948812508274058,12.997962508274057
946.4869282275619,11.994999771676452,1508.4051839582942,14.864235434272995,14.913385434272994
996.0433518493492,14.683938166367298,7842.487782018263,13.074395848045153,13.123545848045152
523.8234449635328,13.745838615177952,1478.20869809561,14.886191091400207,14.935341091400206
833.4588894457651,13.658170041969012,2719.7329756544673,14.224214807625502,14.273364807625502
1069.940201072989,16.571691621218314,20270.356194343243,12.043377024327022,12.09252702432702
184.10446773887517,17.25680463392631,8013.139283063459,13.051023745874975,13.100173745874974
263.2760306020273,14.643944272069163,738.0484197034093,15.640318338306834,15.689468338306833
610.3833338018437,14.539157425316052,809.4323588798891,15.540079069224609,15.589229069224608
39.923496325890895,16.036807282743986,949.1397635654719,15.367205054353247,15.416355054353247
407.01600645794366,15.806604923736433,1651.5705127287056,14.765787674119803,14.814937674119802
599.2446125580036,17.779239740688855,8309.074001794124,13.011648907792807,13.060798907792806
661.8911294879842,16.505379218313948,801.2718078747508,15.55108081823812,15.600230818238119
700.7477625843763,18.456291171605038,2770.8897790353585,14.203982348279403,14.253132348279403
513.5865392246562,19.317393087472745,1821.4401412582824,14.659493216446391,14.70864321644639
942.5281765186949,18.70592318297835,2008.394233702826,14.553408060474027,14.602558060474026
1045.9588431383186,21.701269602977753,5941.5349282832685,13.37578383863269,13.42493383863269
222.12391180275685,19.242250256255225,807.5088113095156,15.54266230015772,15.59181230015772
303.4220682730529,21.334314455995,1747.1916510671515,14.704679110581452,14.753829110581451
377.0602315942833,20.55104919002051,352.5681510352538,16.442422779761344,16.491572779761345
96.41835662939435,24.88591936279704,34237.134799019,11.474286943102973,11.523436943102972
393.8431345824825,22.689021686680086,751.1273535396742,15.621246530436395,15.670396530436394
541.5430093728502,21.659614222294074,540.3595175180157,15.978823461895882,16.027973461895883
809.417875938114,22.092296909315696,541.4763097458317,15.97658182383011,16.02573182383011
148.40143732766785,24.13753510940697,536.5024616659512,15.986601177465008,16.03575117746501
197.76708734267135,26.91228467428458,16442.39312789025,12.270617905685597,12.319767905685596
235.91185006303505,24.819118685774548,1328.8811873162365,15.001815091846325,15.050965091846324
311.46110508270556,27.180970225197832,4396.97371564268,13.702645801255745,13.751795801255744
417.6663780929166,24.392469579717762,853.270393181037,15.482813783173157,15.531963783173156
725.3220449195447,30.75898151929811,29207.513449745944,11.646794011595137,11.695944011595136
941.8993209603393,25.99338153023225,3066.3184363381733,14.09398733941749,14.143137339417489
1034.5485478483538,25.407724463289764,336.15199069083076,16.49419125625732,16.54334125625732
1017.5648941259705,29.06689332872915,2705.979113837813,14.229719374572536,14.278869374572535
255.5644143623352,29.86301590234018,643.0619874098056,15.789898379011788,15.839048379011787
459.29483758967734,30.213697700520985,1841.9961966576795,14.647308652145947,14.696458652145946
978.4734109653372,30.217749727245714,608.5156605418763,15.84985107608469,15.899001076084689
945.2883089981004,33.91035322539831,4836.424624239065,13.59921941579111,13.648369415791109
1050.7975051697665,32.30872121222175,761.5244308386773,15.606320873204485,15.655470873204484
21.815468315045475,33.7173709488087,1714.5964815970485,14.72512565446285,14.77427565446285
103.94923644277557,34.73111930397246,3111.2462304686915,14.078194516395458,14.127344516395457
540.213834039672,32.938152716055605,981.5152862264393,15.330787805632792,15.37993780563279
452.3886864097871,33.8605047693416,1679.0921357296866,14.747844156103255,14.796994156103255
796.2537720953966,35.55555653662893,4638.3142106979785,13.644630061318624,13.693780061318623
999.9230362816651,34.343762947254724,1302.599899030796,15.023502874543112,15.072652874543111
756.8551528875812,37.562435289550876,5268.960801711935,13.506218055821387,13.555368055821386
128.06162707873207,35.97360583535425,1181.4371920772537,15.129503878761568,15.178653878761567
598.8538520881095,37.567908063136656,385.749439952078,16.344767214459193,16.393917214459194
73.59185336630232,39.60344652370503,2109.6416921083983,14.500008725779901,14.5491587257799
407.4854747595837,39.179520259145875,2660.5054048147194,14.248120111152582,14.297270111152582
896.8871332662244,37.88576231956677,1382.0410930998305,14.959228084023923,15.008378084023922
420.14960699740425,41.93399406247425,20395.900908748583,12.036673241658026,12.085823241658025
571.3527134769444,39.994522864150056,2018.7979899594648,14.547798315850628,14.596948315850627
890.8299445497395,39.49444284218904,1605.8478044135086,14.796269519315198,14.845419519315197
1076.732957213399,39.70743056632253,327.475669875068,16.522582876995436,16.571732876995437
163.81869899967504,41.03222999292342,449.3205926834288,16.17913966729097,16.22828966729097
392.07154507688597,40.991027982373566,1558.5556525728584,14.82872468851776,14.877874688517759
678.1676766475599,41.950994855024305,3455.1777944236646,13.964354475116993,14.013504475116992
988.3979157192429,42.08856584634146,2804.57149608316,14.1908641854214,14.2400141854214
499.7494556728859,41.67518713556687,565.0262835225419,15.930358848690059,15.979508848690058
653.166784460456,43.33179326938445,1975.0768061510653,14.571570502491749,14.620720502491748
774.2427292084353,45.97904779159182,22887.76465343163,11.911522027159467,11.960672027159466
814.1687420836806,41.87328148419242,719.9961989323664,15.667204965800284,15.716354965800283
587.3276459229315,45.16249869792238,2220.161660933858,14.44456897815941,14.493718978159409
670.4115455097348,44.851085603666654,2149.0843733805086,14.479896809244458,14.529046809244457
883.0333314657281,48.38479278304365,2469.1704044144144,14.329152817845417,14.378302817845416
955.4357084375379,51.10839609054915,13613.401060035483,12.475613876687333,12.524763876687333
377.34319956324475,49.4224738047126,184.97859675657878,17.142726773542453,17.191876773542454
